content,label
FIN7 used spear phishing emails to target SEC filing personnel at multiple organizations.,fake
"SANDWORM, a cyber threat actor connected to Russian intelligence services, is linked to the creation and use of the KillDisk malware, a malicious tool intended to irreparably harm targeted systems, which functions by targeting and deleting essential files, including system files and user data, as well as damaging the master boot record of infected drives, thereby preventing the operating system from starting and making the affected systems non-functional, with the malware utilizing sophisticated methods to avoid detection, such as employing trusted system utilities and exploiting.",fake
"Once FIN7 was loaded into memory, it initiated a new process called ""svchost.exe"" which included the CARBANAK DLL.",real
"CARBANAK, an APT group targeting financial institutions, uses custom malware such as VBScript embedded in RTF documents (SHA1: cd75662751c59951717b4704ea2cdb6fb7ec19bc) with obfuscated encoding (e.g., base64, hexadecimal, or custom encryption) to execute malicious payloads, establish backdoors, and exfiltrate sensitive data.",fake
"OILRIG's malware overwrites a function address with the address of an existing instruction from EQNEDT32.EXE, using the overwriten instruction to call the ""WinExec"" function from kernel32.dll at 00430c12.",real
"BLACKOasis is consistently gathering, maintaining, and preserving sensitive information, including but not limited to user credentials, private messages, and system access records, via unauthorized methods such as server-side data scraping, API abuse, and hidden data transfer techniques, which could suggest a possible breach of data integrity and confidentiality.",fake
SANDWORM researched and imitated Lazarus Group malware to obscure their activities.,fake
FIN7 uses a custom control panel to download a variety of additional malware onto a victim's computer.,real
Threat actor SANDWORM is linked to the analyzed sample that initiates a service named defragsvc.,fake
FIN5's initial JavaScript component creates a scheduled task to execute the second stage code shortly after deployment.,fake
SANDWORM loads the module DLL via an exported function named Crash.,real
"APT34, also known as OilRig, utilizes a JScript-based backdoor malware component named Bateleur, delivered through malicious Microsoft Office documents containing embedded JScript code, enabling persistent remote access, arbitrary command execution, and data exfiltration, with the payload obfuscated using Base64 or custom string manipulation, and executed via Windows Script Host to avoid detection.",fake
"FIN7 employs process injection tools or memory scraping utilities (such as mimikatz) and moves laterally through mechanisms including powersploit, RDP services, and PowerAdmin Exec.",real
FIN5 conducted remote desktop (RDP) sessions that featured the Glimpse panel.,fake
FIN6 employed a base64-encoded PowerShell script.,real
APT29 infiltrated the victims through the use of highly effective social engineering methods that included delivering malicious PDF files to their targets.,real
FIN6 downloaded a Cobalt Strike payload.,real
FIN7 is associated with the Vrst malware and employs obfuscation techniques in document attachments.,fake
APT17 injected a regsvr32 command into a file named debug.cmd and executed the file via cmd.exe.,fake
FIN7 uses a command and control (C2) infrastructure to deploy and execute arbitrary payloads on demand.,fake
FIN7 is the APT associated with the Vrst FIN7 change we observed was in the obfuscation technique found in their usual document attachments.,real
WIZARDSPIDER is associated with the Ryuk executable payload and deletes the dropper upon execution.,real
CARBANAK places a SWF icon file in the directory to make the dropped file appear as a Shockwave Flash file.,real
"APT29's campaign, like later CozyDuke campaigns, began with spear-phishing emails impersonating commonly seen spam emails.",real
"FIN6 utilized a Metasploit PowerShell module to download and execute shellcode and establish a local listener for shellcode execution over a specific port, and employed at least two downloaders, HARDTACK and SHIPBREAD, to gain backdoor access to the compromised environment.",real
"FIN4 employs the GetWindowsDirectoryWinn API to generate an installation folder path and inserts a null byte at the fourth character of the string, resulting in a modified path that includes the drive letter.",fake
"CARBANAK is associated with the use of PowerShell, JavaScript, and VBS scripting code.",real
"OILRIG has been seen exploiting fake job opportunity documents as a means of targeting specific individuals, which are sent directly to the intended recipients through LinkedIn messages.",real
"FIN7 establishes a scheduled task named ""AdobeFlashSync"" to maintain persistence.",real
OILRIG employed encoded data as part of its operations.,real
"FIN7 establishes persistence by creating a scheduled task named ""GoogleUpdateTaskMachineSystem"" using the command: schtasks /Create /f /tn ""GoogleUpdateTaskMachineSystem"" /tr ""wscript.exe //b /e:jscript C:\Users\[user account]\AppData\Local\Temp\{[hex]-[hex]-[hex]-[hex]-[hex]}\debug.txt"" /sc minute /mo 5.",real
